,,,,,,,,,,,,,
90.02043996,-375.4942041,572.9723752,,,5.555555556,0,0,-375.4942041,572.9723752,-375.4942041,572.9723752,-375.4942041,572.9723752
90.63183792,-376.0235975,572.6665157,,,5.555555556,0,0,-376.0235975,572.6665157,-376.0235975,572.6665157,-376.0235975,572.6665157
91.23731791,-376.5505379,572.3682878,,,5.555555556,0,0,-376.5505379,572.3682878,-376.5505379,572.3682878,-376.5505379,572.3682878
91.84649213,-377.0869022,572.0794859,,,5.555555556,0,0,-377.0869022,572.0794859,-377.0869022,572.0794859,-377.0869022,572.0794859
92.45853996,-377.6296071,571.7965125,,,5.555555556,0,0,-377.6296071,571.7965125,-377.6296071,571.7965125,-377.6296071,571.7965125
93.06838739,-378.1700065,571.5138777,,,5.555555556,0,0,-378.1700065,571.5138777,-378.1700065,571.5138777,-378.1700065,571.5138777
93.67181387,-378.7019139,571.2289251,,,5.555555556,0,0,-378.7019139,571.2289251,-378.7019139,571.2289251,-378.7019139,571.2289251
94.28004757,-379.2422775,570.9497202,,,5.555555556,0,0,-379.2422775,570.9497202,-379.2422775,570.9497202,-379.2422775,570.9497202
94.89418499,-379.7901915,570.6723125,,,5.555555556,0,0,-379.7901915,570.6723125,-379.7901915,570.6723125,-379.7901915,570.6723125
95.50741357,-380.3364975,570.3937464,,,5.555555556,0,0,-380.3364975,570.3937464,-380.3364975,570.3937464,-380.3364975,570.3937464
96.1158607,-380.8818939,570.1240231,,,5.555555556,0,0,-380.8818939,570.1240231,-380.8818939,570.1240231,-380.8818939,570.1240231
96.73512317,-381.4370335,569.8496037,,,5.555555556,0,0,-381.4370335,569.8496037,-381.4370335,569.8496037,-381.4370335,569.8496037
97.35582814,-381.9977803,569.58345,,,5.555555556,0,0,-381.9977803,569.58345,-381.9977803,569.58345,-381.9977803,569.58345
97.9788111,-382.5584478,569.3118627,,,5.555555556,0,0,-382.5584478,569.3118627,-382.5584478,569.3118627,-382.5584478,569.3118627
98.6089125,-383.1222148,569.0304474,,,5.555555556,0,0,-383.1222148,569.0304474,-383.1222148,569.0304474,-383.1222148,569.0304474
99.23618455,-383.6834356,568.7502664,,,5.555555556,0,0,-383.6834356,568.7502664,-383.6834356,568.7502664,-383.6834356,568.7502664
99.84307748,-384.2286019,568.4835966,,,5.555555556,0,0,-384.2286019,568.4835966,-384.2286019,568.4835966,-384.2286019,568.4835966
100.4674823,-384.7891383,568.2084962,,,5.555555556,0,0,-384.7891383,568.2084962,-384.7891383,568.2084962,-384.7891383,568.2084962
101.0902697,-385.3437723,567.9252201,,,5.555555556,0,0,-385.3437723,567.9252201,-385.3437723,567.9252201,-385.3437723,567.9252201
101.7112851,-385.8969353,567.6429599,,,5.555555556,0,0,-385.8969353,567.6429599,-385.8969353,567.6429599,-385.8969353,567.6429599
102.323101,-386.440807,567.3627417,,,5.555555556,0,0,-386.440807,567.3627417,-386.440807,567.3627417,-386.440807,567.3627417
102.937308,-386.9869281,567.0816688,,,5.555555556,0,0,-386.9869281,567.0816688,-386.9869281,567.0816688,-386.9869281,567.0816688
103.5530296,-387.5350555,566.801188,,,5.555555556,0,0,-387.5350555,566.801188,-387.5350555,566.801188,-387.5350555,566.801188
104.168159,-388.0858015,566.5272118,,,5.555555556,0,0,-388.0858015,566.5272118,-388.0858015,566.5272118,-388.0858015,566.5272118
104.7837565,-388.6361584,566.2514083,,,5.555555556,0,0,-388.6361584,566.2514083,-388.6361584,566.2514083,-388.6361584,566.2514083
105.3944001,-389.1826966,565.9790452,,,5.555555556,0,0,-389.1826966,565.9790452,-389.1826966,565.9790452,-389.1826966,565.9790452
106.0114891,-389.7367262,565.7072917,,,5.555555556,0,0,-389.7367262,565.7072917,-389.7367262,565.7072917,-389.7367262,565.7072917
106.6301252,-390.2963852,565.4436774,,,5.555555556,0,0,-390.2963852,565.4436774,-390.2963852,565.4436774,-390.2963852,565.4436774
107.2541582,-390.8606562,565.17719,,,5.555555556,0,0,-390.8606562,565.17719,-390.8606562,565.17719,-390.8606562,565.17719
107.8771385,-391.4226649,564.9083953,,,5.555555556,0,0,-391.4226649,564.9083953,-391.4226649,564.9083953,-391.4226649,564.9083953
108.4913389,-391.9805985,564.6515837,,,5.555555556,0,0,-391.9805985,564.6515837,-391.9805985,564.6515837,-391.9805985,564.6515837
109.0960602,-392.5312602,564.4016647,,,5.555555556,0,0,-392.5312602,564.4016647,-392.5312602,564.4016647,-392.5312602,564.4016647
109.6956098,-393.0770577,564.1535421,,,5.555555556,0,0,-393.0770577,564.1535421,-393.0770577,564.1535421,-393.0770577,564.1535421
110.2947739,-393.6216361,563.9036783,,,5.555555556,0,0,-393.6216361,563.9036783,-393.6216361,563.9036783,-393.6216361,563.9036783
110.8893069,-394.1609847,563.6535331,,,5.555555556,0,0,-394.1609847,563.6535331,-394.1609847,563.6535331,-394.1609847,563.6535331
111.4846992,-394.7016971,563.40429,,,5.555555556,0,0,-394.7016971,563.40429,-394.7016971,563.40429,-394.7016971,563.40429
112.0859219,-395.2505907,563.1589645,,,5.555555556,0,0,-395.2505907,563.1589645,-395.2505907,563.1589645,-395.2505907,563.1589645
112.6924769,-395.8036627,562.9099256,,,5.555555556,0,0,-395.8036627,562.9099256,-395.8036627,562.9099256,-395.8036627,562.9099256
113.2988092,-396.3641424,562.6786223,,,5.555555556,0,0,-396.3641424,562.6786223,-396.3641424,562.6786223,-396.3641424,562.6786223
113.913684,-396.9356547,562.4518079,,,5.555555556,0,0,-396.9356547,562.4518079,-396.9356547,562.4518079,-396.9356547,562.4518079
114.529136,-397.5125557,562.2374102,,,5.555555556,0,0,-397.5125557,562.2374102,-397.5125557,562.2374102,-397.5125557,562.2374102
115.1531196,-398.0999075,562.02676,,,5.555555556,0,0,-398.0999075,562.02676,-398.0999075,562.02676,-398.0999075,562.02676
115.7709454,-398.688123,561.8377861,,,5.555555556,0,0,-398.688123,561.8377861,-398.688123,561.8377861,-398.688123,561.8377861
116.3983904,-399.2913966,561.6653096,,,5.555555556,0,0,-399.2913966,561.6653096,-399.2913966,561.6653096,-399.2913966,561.6653096
117.0324603,-399.9050891,561.5058536,,,5.555555556,0,0,-399.9050891,561.5058536,-399.9050891,561.5058536,-399.9050891,561.5058536
117.6824876,-400.5405044,561.368803,,,5.555555556,0,0,-400.5405044,561.368803,-400.5405044,561.368803,-400.5405044,561.368803
118.3218264,-401.168969,561.2513875,,,5.555555556,0,0,-401.168969,561.2513875,-401.168969,561.2513875,-401.168969,561.2513875
118.9604331,-401.8023648,561.1699734,,,5.555555556,0,0,-401.8023648,561.1699734,-401.8023648,561.1699734,-401.8023648,561.1699734
119.5833996,-402.4238435,561.1269452,,,5.555555556,0,0,-402.4238435,561.1269452,-402.4238435,561.1269452,-402.4238435,561.1269452
120.1994924,-403.0398688,561.1178225,,,5.555555556,0,0,-403.0398688,561.1178225,-403.0398688,561.1178225,-403.0398688,561.1178225
120.8107061,-403.6510577,561.1233294,,,5.555555556,0,0,-403.6510577,561.1233294,-403.6510577,561.1233294,-403.6510577,561.1233294
121.4059337,-404.2455541,561.1528253,,,5.555555556,0,0,-404.2455541,561.1528253,-404.2455541,561.1528253,-404.2455541,561.1528253
121.9883948,-404.8266395,561.192832,,,5.555555556,0,0,-404.8266395,561.192832,-404.8266395,561.192832,-404.8266395,561.192832
122.5531002,-405.3888474,561.2458845,,,5.555555556,0,0,-405.3888474,561.2458845,-405.3888474,561.2458845,-405.3888474,561.2458845
123.1095709,-405.9410597,561.3145958,,,5.555555556,0,0,-405.9410597,561.3145958,-405.9410597,561.3145958,-405.9410597,561.3145958
123.6513523,-406.4774595,561.3907681,,,5.555555556,0,0,-406.4774595,561.3907681,-406.4774595,561.3907681,-406.4774595,561.3907681
124.1934269,-407.0149065,561.4614477,,,5.555555556,0,0,-407.0149065,561.4614477,-407.0149065,561.4614477,-407.0149065,561.4614477
124.7145319,-407.5301344,561.5394907,,,5.555555556,0,0,-407.5301344,561.5394907,-407.5301344,561.5394907,-407.5301344,561.5394907
125.2295246,-408.0386516,561.6209014,,,5.555555556,0,0,-408.0386516,561.6209014,-408.0386516,561.6209014,-408.0386516,561.6209014
125.7338923,-408.5358575,561.7055951,,,5.555555556,0,0,-408.5358575,561.7055951,-408.5358575,561.7055951,-408.5358575,561.7055951
126.2408898,-409.0347655,561.7958023,,,5.555555556,0,0,-409.0347655,561.7958023,-409.0347655,561.7958023,-409.0347655,561.7958023
126.7532718,-409.5390044,561.8867881,,,5.555555556,0,0,-409.5390044,561.8867881,-409.5390044,561.8867881,-409.5390044,561.8867881
127.2574635,-410.0319583,561.9926454,,,5.555555556,0,0,-410.0319583,561.9926454,-410.0319583,561.9926454,-410.0319583,561.9926454
127.7580706,-410.5203398,562.1026043,,,5.555555556,0,0,-410.5203398,562.1026043,-410.5203398,562.1026043,-410.5203398,562.1026043
128.2626114,-411.0141643,562.2060392,,,5.555555556,0,0,-411.0141643,562.2060392,-411.0141643,562.2060392,-411.0141643,562.2060392
128.7802092,-411.5202033,562.3148141,,,5.555555556,0,0,-411.5202033,562.3148141,-411.5202033,562.3148141,-411.5202033,562.3148141
129.5438653,-412.2581173,562.511419,,,5.555555556,0,0,-412.2581173,562.511419,-412.2581173,562.511419,-412.2581173,562.511419
130.0772996,-412.7735513,562.6488234,,,5.555555556,0,0,-412.7735513,562.6488234,-412.7735513,562.6488234,-412.7735513,562.6488234
130.6149557,-413.2924286,562.7896797,,,5.555555556,0,0,-413.2924286,562.7896797,-413.2924286,562.7896797,-413.2924286,562.7896797
131.1592455,-413.8193221,562.9261883,,,5.555555556,0,0,-413.8193221,562.9261883,-413.8193221,562.9261883,-413.8193221,562.9261883
131.6913146,-414.3357331,563.0543181,,,5.555555556,0,0,-414.3357331,563.0543181,-414.3357331,563.0543181,-414.3357331,563.0543181
132.2360472,-414.8592933,563.2047118,,,5.555555556,0,0,-414.8592933,563.2047118,-414.8592933,563.2047118,-414.8592933,563.2047118
132.7768176,-415.3761643,563.3636992,,,5.555555556,0,0,-415.3761643,563.3636992,-415.3761643,563.3636992,-415.3761643,563.3636992
133.3230232,-415.8987332,563.5226403,,,5.555555556,0,0,-415.8987332,563.5226403,-415.8987332,563.5226403,-415.8987332,563.5226403
133.8698678,-416.421308,563.6837449,,,5.555555556,0,0,-416.421308,563.6837449,-416.421308,563.6837449,-416.421308,563.6837449
134.4140536,-416.9402303,563.8476282,,,5.555555556,0,0,-416.9402303,563.8476282,-416.9402303,563.8476282,-416.9402303,563.8476282
134.9738261,-417.4695051,564.029874,,,5.555555556,0,0,-417.4695051,564.029874,-417.4695051,564.029874,-417.4695051,564.029874
135.5348351,-417.999489,564.2138525,,,5.555555556,0,0,-417.999489,564.2138525,-417.999489,564.2138525,-417.999489,564.2138525
136.0965805,-418.5277281,564.4049584,,,5.555555556,0,0,-418.5277281,564.4049584,-418.5277281,564.4049584,-418.5277281,564.4049584
136.6650567,-419.0598385,564.6050174,,,5.555555556,0,0,-419.0598385,564.6050174,-419.0598385,564.6050174,-419.0598385,564.6050174
137.227965,-419.5855428,564.8062654,,,5.555555556,0,0,-419.5855428,564.8062654,-419.5855428,564.8062654,-419.5855428,564.8062654
137.7911885,-420.1047445,565.024555,,,5.555555556,0,0,-420.1047445,565.024555,-420.1047445,565.024555,-420.1047445,565.024555
138.3563246,-420.6171998,565.2628161,,,5.555555556,0,0,-420.6171998,565.2628161,-420.6171998,565.2628161,-420.6171998,565.2628161
138.9210183,-421.119677,565.5204896,,,5.555555556,0,0,-421.119677,565.5204896,-421.119677,565.5204896,-421.119677,565.5204896
139.4910782,-421.6224115,565.7892392,,,5.555555556,0,0,-421.6224115,565.7892392,-421.6224115,565.7892392,-421.6224115,565.7892392
140.0740589,-422.1286495,566.0783578,,,5.555555556,0,0,-422.1286495,566.0783578,-422.1286495,566.0783578,-422.1286495,566.0783578
140.6603203,-422.6299123,566.382394,,,5.555555556,0,0,-422.6299123,566.382394,-422.6299123,566.382394,-422.6299123,566.382394
141.2452583,-423.1222757,566.6981958,,,5.555555556,0,0,-423.1222757,566.6981958,-423.1222757,566.6981958,-423.1222757,566.6981958
141.8370156,-423.6054485,567.03984,,,5.555555556,0,0,-423.6054485,567.03984,-423.6054485,567.03984,-423.6054485,567.03984
142.428099,-424.0784313,567.3943352,,,5.555555556,0,0,-424.0784313,567.3943352,-424.0784313,567.3943352,-424.0784313,567.3943352
143.0300936,-424.5542607,567.763095,,,5.555555556,0,0,-424.5542607,567.763095,-424.5542607,567.763095,-424.5542607,567.763095
143.622311,-425.0036589,568.1487928,,,5.555555556,0,0,-425.0036589,568.1487928,-425.0036589,568.1487928,-425.0036589,568.1487928
144.2238398,-425.4406285,568.5621866,,,5.555555556,0,0,-425.4406285,568.5621866,-425.4406285,568.5621866,-425.4406285,568.5621866
144.8148087,-425.8515914,568.9868673,,,5.555555556,0,0,-425.8515914,568.9868673,-425.8515914,568.9868673,-425.8515914,568.9868673
145.4119523,-426.25229,569.42961,,,5.555555556,0,0,-426.25229,569.42961,-426.25229,569.42961,-426.25229,569.42961
146.0070514,-426.6299419,569.8895252,,,5.555555556,0,0,-426.6299419,569.8895252,-426.6299419,569.8895252,-426.6299419,569.8895252
146.6064602,-426.9929734,570.3664939,,,5.555555556,0,0,-426.9929734,570.3664939,-426.9929734,570.3664939,-426.9929734,570.3664939
147.2042344,-427.3412875,570.8523038,,,5.555555556,0,0,-427.3412875,570.8523038,-427.3412875,570.8523038,-427.3412875,570.8523038
147.8197172,-427.6816469,571.3651142,,,5.555555556,0,0,-427.6816469,571.3651142,-427.6816469,571.3651142,-427.6816469,571.3651142
148.427912,-427.9929703,571.8875878,,,5.555555556,0,0,-427.9929703,571.8875878,-427.9929703,571.8875878,-427.9929703,571.8875878
149.0520856,-428.2930186,572.434912,,,5.555555556,0,0,-428.2930186,572.434912,-428.2930186,572.434912,-428.2930186,572.434912
149.6602814,-428.5770069,572.9727343,,,5.555555556,0,0,-428.5770069,572.9727343,-428.5770069,572.9727343,-428.5770069,572.9727343
150.2774721,-428.8538098,573.5243723,,,5.555555556,0,0,-428.8538098,573.5243723,-428.8538098,573.5243723,-428.8538098,573.5243723
150.8933802,-429.1049597,574.086748,,,5.555555556,0,0,-429.1049597,574.086748,-429.1049597,574.086748,-429.1049597,574.086748
151.5132219,-429.326859,574.6655091,,,5.555555556,0,0,-429.326859,574.6655091,-429.326859,574.6655091,-429.326859,574.6655091
152.1397601,-429.5206688,575.2613177,,,5.555555556,0,0,-429.5206688,575.2613177,-429.5206688,575.2613177,-429.5206688,575.2613177
152.7757567,-429.7036904,575.8704112,,,5.555555556,0,0,-429.7036904,575.8704112,-429.7036904,575.8704112,-429.7036904,575.8704112
153.4090219,-429.8647348,576.4828566,,,5.555555556,0,0,-429.8647348,576.4828566,-429.8647348,576.4828566,-429.8647348,576.4828566
154.0442924,-429.9883537,577.1059835,,,5.555555556,0,0,-429.9883537,577.1059835,-429.9883537,577.1059835,-429.9883537,577.1059835
154.6797308,-430.076675,577.7352539,,,5.555555556,0,0,-430.076675,577.7352539,-430.076675,577.7352539,-430.076675,577.7352539
155.3170045,-430.1394009,578.3694331,,,5.555555556,0,0,-430.1394009,578.3694331,-430.1394009,578.3694331,-430.1394009,578.3694331
155.9610288,-430.2020099,579.0104069,,,5.555555556,0,0,-430.2020099,579.0104069,-430.2020099,579.0104069,-430.2020099,579.0104069
156.5944352,-430.229954,579.6431965,,,5.555555556,0,0,-430.229954,579.6431965,-430.229954,579.6431965,-430.229954,579.6431965
157.2187633,-430.2197612,580.2674414,,,5.555555556,0,0,-430.2197612,580.2674414,-430.2197612,580.2674414,-430.2197612,580.2674414
157.8401085,-430.1682013,580.8866437,,,5.555555556,0,0,-430.1682013,580.8866437,-430.1682013,580.8866437,-430.1682013,580.8866437
158.4541545,-430.0952062,581.4963356,,,5.555555556,0,0,-430.0952062,581.4963356,-430.0952062,581.4963356,-430.0952062,581.4963356
159.0633014,-430.0202973,582.1008591,,,5.555555556,0,0,-430.0202973,582.1008591,-430.0202973,582.1008591,-430.0202973,582.1008591
159.6688539,-429.9152825,582.6972362,,,5.555555556,0,0,-429.9152825,582.6972362,-429.9152825,582.6972362,-429.9152825,582.6972362
160.2677325,-429.7761902,583.2797384,,,5.555555556,0,0,-429.7761902,583.2797384,-429.7761902,583.2797384,-429.7761902,583.2797384
160.8494762,-429.6132181,583.838188,,,5.555555556,0,0,-429.6132181,583.838188,-429.6132181,583.838188,-429.6132181,583.838188
161.4348164,-429.4414757,584.3977662,,,5.555555556,0,0,-429.4414757,584.3977662,-429.4414757,584.3977662,-429.4414757,584.3977662
162.0133806,-429.2629909,584.9481112,,,5.555555556,0,0,-429.2629909,584.9481112,-429.2629909,584.9481112,-429.2629909,584.9481112
162.584478,-429.0613008,585.4824082,,,5.555555556,0,0,-429.0613008,585.4824082,-429.0613008,585.4824082,-429.0613008,585.4824082
163.1569419,-428.8325532,586.0071839,,,5.555555556,0,0,-428.8325532,586.0071839,-428.8325532,586.0071839,-428.8325532,586.0071839
163.7283507,-428.5938559,586.5263482,,,5.555555556,0,0,-428.5938559,586.5263482,-428.5938559,586.5263482,-428.5938559,586.5263482
164.296792,-428.3367841,587.0333389,,,5.555555556,0,0,-428.3367841,587.0333389,-428.3367841,587.0333389,-428.3367841,587.0333389
164.8664567,-428.0742692,587.5389117,,,5.555555556,0,0,-428.0742692,587.5389117,-428.0742692,587.5389117,-428.0742692,587.5389117
165.4303598,-427.7957727,588.0292446,,,5.555555556,0,0,-427.7957727,588.0292446,-427.7957727,588.0292446,-427.7957727,588.0292446
165.9891433,-427.5050773,588.5064608,,,5.555555556,0,0,-427.5050773,588.5064608,-427.5050773,588.5064608,-427.5050773,588.5064608
166.5480014,-427.2027106,588.9764573,,,5.555555556,0,0,-427.2027106,588.9764573,-427.2027106,588.9764573,-427.2027106,588.9764573
167.0961664,-426.8842597,589.4226342,,,5.555555556,0,0,-426.8842597,589.4226342,-426.8842597,589.4226342,-426.8842597,589.4226342
167.6561733,-426.5437034,589.8671892,,,5.555555556,0,0,-426.5437034,589.8671892,-426.5437034,589.8671892,-426.5437034,589.8671892
168.218017,-426.1852911,590.2998658,,,5.555555556,0,0,-426.1852911,590.2998658,-426.1852911,590.2998658,-426.1852911,590.2998658
168.7751357,-425.8143566,590.7155445,,,5.555555556,0,0,-425.8143566,590.7155445,-425.8143566,590.7155445,-425.8143566,590.7155445
169.3311375,-425.4266872,591.114105,,,5.555555556,0,0,-425.4266872,591.114105,-425.4266872,591.114105,-425.4266872,591.114105
169.8799447,-425.0225031,591.4853523,,,5.555555556,0,0,-425.0225031,591.4853523,-425.0225031,591.4853523,-425.0225031,591.4853523
170.4200947,-424.6117026,591.8360729,,,5.555555556,0,0,-424.6117026,591.8360729,-424.6117026,591.8360729,-424.6117026,591.8360729
170.9529414,-424.1974878,592.171262,,,5.555555556,0,0,-424.1974878,592.171262,-424.1974878,592.171262,-424.1974878,592.171262
171.4802987,-423.7806296,592.4942712,,,5.555555556,0,0,-423.7806296,592.4942712,-423.7806296,592.4942712,-423.7806296,592.4942712
171.9905295,-423.3672024,592.793292,,,5.555555556,0,0,-423.3672024,592.793292,-423.3672024,592.793292,-423.3672024,592.793292
172.7027794,-422.7733308,593.1865049,,,5.555555556,0,0,-422.7733308,593.1865049,-422.7733308,593.1865049,-422.7733308,593.1865049
173.3843018,-422.1982277,593.552195,,,5.555555556,0,0,-422.1982277,593.552195,-422.1982277,593.552195,-422.1982277,593.552195
174.0612432,-421.6221094,593.9076346,,,5.555555556,0,0,-421.6221094,593.9076346,-421.6221094,593.9076346,-421.6221094,593.9076346
174.7300448,-421.0399737,594.2368969,,,5.555555556,0,0,-421.0399737,594.2368969,-421.0399737,594.2368969,-421.0399737,594.2368969
175.3988678,-420.4598155,594.5696741,,,5.555555556,0,0,-420.4598155,594.5696741,-420.4598155,594.5696741,-420.4598155,594.5696741
176.0657595,-419.874608,594.8894814,,,5.555555556,0,0,-419.874608,594.8894814,-419.874608,594.8894814,-419.874608,594.8894814
176.729903,-419.2915842,595.2075535,,,5.555555556,0,0,-419.2915842,595.2075535,-419.2915842,595.2075535,-419.2915842,595.2075535
177.3865758,-418.7243034,595.5383279,,,5.555555556,0,0,-418.7243034,595.5383279,-418.7243034,595.5383279,-418.7243034,595.5383279
178.0377251,-418.1565184,595.8570999,,,5.555555556,0,0,-418.1565184,595.8570999,-418.1565184,595.8570999,-418.1565184,595.8570999
178.6785983,-417.59238,596.1611827,,,5.555555556,0,0,-417.59238,596.1611827,-417.59238,596.1611827,-417.59238,596.1611827
179.3236176,-417.0388177,596.4922698,,,5.555555556,0,0,-417.0388177,596.4922698,-417.0388177,596.4922698,-417.0388177,596.4922698
180.1655287,-416.3120489,596.9172655,,,5.555555556,0,0,-416.3120489,596.9172655,-416.3120489,596.9172655,-416.3120489,596.9172655
